tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt15006862	tvMiniSeries	Skamløs	Skamløs	0	2021	2021	\N	Documentary
tt1898575	tvSeries	Gigolos	Gigolos	0	2011	2016	25	Reality-TV
tt12168566	tvSeries	The Legend of Brown Sugar Chivalries	The Legend of Brown Sugar Chivalries	0	2008	2008	70	Comedy
tt2441710	tvSeries	Za zdí	Za zdí	0	2004	2005	\N	Talk-Show
tt0143066	tvSeries	Sonja fra Saxogade	Sonja fra Saxogade	0	1968	1969	\N	Family
tt21360740	tvMiniSeries	Yoshi's Island	Yoshi's Island	0	2020	2020	\N	Action
tt0485563	tvMiniSeries	Black Arrow	La freccia nera	0	2006	2006	540	Adventure,Drama,History
tt3815412	tvSeries	Our Girl	Our Girl	0	2013	2020	60	Action,Drama,Thriller
tt0271276	tvSeries	Amantes de Luna Llena	Amantes de Luna Llena	0	2000	2002	45	Comedy,Drama,Romance
tt9295358	tvMiniSeries	Allt jag inte minns	Allt jag inte minns	0	2019	2019	176	Drama,Mystery
tt0184159	tvSeries	Tokkei Winspector	Tokkei Winspector	0	1990	1991	30	Fantasy,Sci-Fi
tt13091350	tvSeries	Trädgården på Strömsö	Trädgården på Strömsö	0	2015	2015	\N	\N
tt8520448	tvMiniSeries	Gintama 2 - The Exceedingly Strange Gintama-chan	Gintama 2 - The Exceedingly Strange Gintama-chan	0	2018	2018	25	Action,Comedy,Drama
tt17361570	tvSeries	Daulataganj: Unsuccessful Love Story	Daulataganj: Unsuccessful Love Story	0	2022	2022	280	Action
tt0139777	tvSeries	Four Corners	Four Corners	0	1998	1998	60	Drama
tt6536550	tvSeries	Costume Quest	Costume Quest	0	2019	2019	\N	Adventure,Animation,Family
tt1020854	tvSeries	Automotive Morning	Automotive Morning	0	2001	2002	46	News
tt16606312	tvMiniSeries	Debate Primarias Presidenciales La Red	Debate Primarias Presidenciales La Red	0	2021	2021	120	\N
tt0233067	tvSeries	Kaverille ei jätetä	Kaverille ei jätetä	0	1999	2004	\N	Comedy
tt5722190	tvSeries	Brockmire	Brockmire	0	2017	2020	30	Comedy,Drama,Sport
tt0486064	tvMiniSeries	Antîku: Seiyô kottô yôgashiten	Antîku: Seiyô kottô yôgashiten	0	2001	2001	\N	Drama
tt0341780	tvSeries	For de 6-10 årige	For de 6-10 årige	0	1960	1964	\N	Family
tt6917420	tvMiniSeries	Kataomoi	Kataomoi	0	2017	2017	60	Drama
tt9505274	tvMiniSeries	Korkma	Korkma	0	2012	2012	30	Biography,Drama,History
tt29745454	tvSeries	Grammi 1088	Grammi 1088	0	1999	2000	\N	Talk-Show
tt0306371	tvSeries	Ozzy & Drix	Ozzy & Drix	0	2002	2004	30	Action,Adventure,Animation
tt21447238	tvMiniSeries	Zusammenspiel	Zusammenspiel	0	2020	2021	10	\N
tt0111877	tvSeries	Almost Perfect	Almost Perfect	0	1995	1996	22	Comedy
tt5905616	tvSeries	Because of You	Because of You	0	2015	2016	\N	Romance
tt30828187	tvMiniSeries	RMB3R.M0N0	RMB3R.M0N0	0	2023	2023	\N	Animation,Horror,Thriller
tt0828181	tvSeries	California Capitol Review	California Capitol Review	0	1995	2000	30	News
tt10680244	tvMiniSeries	BBC Sport: Women's U19 European Championship	BBC Sport: Women's U19 European Championship	0	2019	2019	\N	Sport
tt8165602	tvMiniSeries	Window cleaning Diaries	Window cleaning Diaries	0	2018	2018	\N	Comedy
tt8598038	tvSeries	Espelho da Vida	Espelho da Vida	0	2018	2019	\N	Drama,Fantasy
tt11937862	tvSeries	Hart Strings	Hart Strings	0	2021	2021	12	Action,Crime,Drama
tt8750690	tvMiniSeries	Keepin' It Weird with Chuck Dart	Keepin' It Weird with Chuck Dart	0	2014	2014	\N	Comedy,Family
tt14061134	tvSeries	Weeknight Show	Weeknight Show	0	2014	2015	\N	Talk-Show
tt10483610	tvSeries	Capitani	Capitani	0	2019	2022	312	Crime,Drama,Mystery
tt2797002	tvSeries	Rathi Virathi	Rathi Virathi	0	2005	2005	290	Drama
tt9230316	tvSeries	Professional Sporting Clays Association (PSCA) Tour	Professional Sporting Clays Association (PSCA) Tour	0	2014	2014	30	Sport
tt23470932	tvSeries	Angeläget med Adaktusson	Angeläget med Adaktusson	0	2010	2010	45	Talk-Show
tt27561670	tvSeries	Xiangqi Master	Xiang Qi Wang	0	2007	2007	21	Animation,Family,Sport
tt0108430	tvSeries	Ultraman: The Ultimate Hero	Ultraman: The Ultimate Hero	0	1993	1995	27	Action,Adventure,Drama
tt7260442	tvMiniSeries	Okusama wa toriatsukai chûi	Okusama wa toriatsukai chûi	0	2017	2017	\N	Comedy,Drama
tt0254037	tvSeries	Pariser Geschichten	Pariser Geschichten	0	1977	1980	\N	\N
tt0302214	tvMiniSeries	Yedi Kocali Hürmüz	Yedi Kocali Hürmüz	0	1980	1980	\N	\N
tt9513692	tvMiniSeries	Dzhinn	Dzhinn	0	2016	2016	\N	Drama
tt9884412	tvSeries	Top Story	Top Story	0	2013	2013	30	News,Reality-TV,Talk-Show
tt12379170	tvSeries	Secrets of Summer	Cielo Grande	0	2022	2022	35	Drama,Family
tt1257897	tvSeries	The Rock and Roll Acid Test	The Rock and Roll Acid Test	0	2008	2009	\N	Action
tt25969698	tvMiniSeries	Labyrint: Daidalos hevn	Labyrint: Daidalos hevn	0	2021	2021	5	Family
tt0224535	tvSeries	De to i ledvogterhuset	De to i ledvogterhuset	0	1969	1969	15	Family
tt0426661	tvSeries	Chasing Farrah	Chasing Farrah	0	2005	2005	\N	Reality-TV
tt3152890	tvSeries	The Club	The Club	0	1998	1999	\N	Talk-Show
tt0379632	tvSeries	Hustle	Hustle	0	2004	2012	60	Crime,Drama,Mystery
tt9619936	tvMiniSeries	Undercover	Wo di gui lai	0	2017	2017	\N	Action,Crime,Drama
tt13580888	tvSeries	No Pains, No Gains	Naborde Ranj	0	2011	2011	50	Comedy,Drama,War
tt0264257	tvSeries	Highway	Highway	0	1983	1994	30	History
tt7224406	tvSeries	Vine and Dine	Vine and Dine	0	2002	2004	\N	Reality-TV
tt29969362	tvSeries	Sugarbabe	Sugarbabe	0	2023	2023	111	Drama
tt7059482	tvSeries	Érase que se Era	Érase que se Era	0	1979	1981	43	Family
tt6495500	tvMiniSeries	Section 6	Otdel 6	0	2012	2016	\N	Drama,Mystery,Sci-Fi
tt0341147	tvSeries	Fama	Fama	0	2002	2005	\N	Music,Reality-TV
tt7256108	tvMiniSeries	#4Hire	#4Hire	0	2017	2017	\N	Comedy
tt1729127	tvSeries	The A-List: New York	The A-List: New York	0	2010	2011	\N	Reality-TV
tt8789766	tvMiniSeries	Der Lektro	Der Lektro	0	1963	1963	\N	Animation
tt9063056	tvSeries	Ex Omonoias	Ex Omonoias	0	1998	1998	\N	Documentary
tt13016916	tvSeries	Road Runner & Coyote	Road Runner & Coyote	0	2017	2017	\N	Animation
tt6316900	tvSeries	Confess	Confess	0	2017	2017	23	Drama,Romance
tt4716154	tvMiniSeries	The 2015 NBA Finals	The 2015 NBA Finals	0	2015	2015	\N	Sport
tt5627976	tvSeries	No Problem	No Problem	0	1996	1997	\N	Comedy
tt1636205	tvSeries	Mannerheim - Jörn Donnerin kertomana	Mannerheim - Jörn Donnerin kertomana	0	2010	2011	287	Biography,Documentary,History
tt0055680	tvSeries	It's a Man's World	It's a Man's World	0	1962	1963	60	Comedy,Drama,Romance
tt7470116	tvMiniSeries	The Bachelor Winter Games	The Bachelor Winter Games	0	2018	2018	120	Game-Show,Reality-TV,Romance
tt7520772	tvSeries	Farm Stay Yorkshire	Farm Stay Yorkshire	0	2012	2012	\N	Documentary
tt0065321	tvSeries	The Most Deadly Game	The Most Deadly Game	0	1970	1971	60	Drama
tt1111238	tvSeries	Bernd das Brot	Bernd das Brot	0	2007	2012	12	Family
tt8188310	tvMiniSeries	Transformers the Reckoning	Transformers the Reckoning	0	2014	2015	\N	Action
tt10777692	tvSeries	Chamki Ki Duniya	Chamki Ki Duniya	0	2015	2016	\N	Comedy
tt13021494	tvSeries	Cannabis	Cannabis	0	2020	2020	52	Documentary
tt29260147	tvSeries	Kularb Fai	Kularb Fai	0	2013	2013	\N	Adventure
tt11928982	tvSeries	Marielle: The Crime That Shook Brazil	Marielle: O Documentário	0	2020	2020	50	Crime,Documentary
tt14696548	tvSeries	Shuke&Beita 2	Shuke&Beita 2	0	2020	2020	\N	Animation
tt9330114	tvMiniSeries	Burbujas	Burbujas	0	1969	1969	\N	Comedy,Music
tt9511552	tvSeries	No Filter with Katie Nolan	No Filter with Katie Nolan	0	2013	2015	\N	Comedy
tt13717814	tvMiniSeries	Asia Middle East-Business Kingdom	Asia Middle East-Business Kingdom	0	2011	2011	43	Documentary
tt2261139	tvSeries	Ylse	Ylse	0	2008	2010	\N	Comedy
tt7396230	tvSeries	Woh	Woh	0	1998	1998	25	Crime,Drama,Horror
tt10133328	tvSeries	Koisuru seiza	Koisuru seiza	0	2009	2009	\N	Drama
tt0168407	tvSeries	Typhelle et Tourteron	Typhelle et Tourteron	0	1975	1975	\N	Drama
tt7588028	tvSeries	Sznobjektív	Sznobjektív	0	2016	2018	\N	Talk-Show
tt14972612	tvSeries	Aurors of Shadow Town	Aurors of Shadow Town	0	2018	2018	\N	Fantasy
tt24991258	tvMiniSeries	Girlfriend Project Day 1	Girlfriend Project Day 1	0	2022	2022	\N	Romance
tt8152144	tvSeries	Cinéastes témoins de leur temps	Cinéastes témoins de leur temps	0	1974	1975	\N	Documentary,Short
tt12333552	tvSeries	Brian Rose's Real Deal	Brian Rose's Real Deal	0	2018	2018	\N	\N
tt13802212	tvSeries	Nargis	Nargis	0	2007	2007	20	Drama,Family
tt6903368	tvMiniSeries	Tales from Modern China	Tales from Modern China	0	2017	2017	30	Documentary
tt13129688	tvSeries	Detective Novice: Midnight Runner	Detective Novice: Midnight Runner	0	2020	2020	\N	Drama
tt3758788	tvSeries	She'll Be Right... Boss!	She'll Be Right... Boss!	0	2003	2003	26	Documentary
tt10334220	tvSeries	Shoulder to Shoulder	Shoulder to Shoulder	0	1977	1978	60	Talk-Show
tt10450816	tvSeries	Adivina qué hago esta noche	Adivina qué hago esta noche	0	2019	2020	75	Game-Show
tt12930488	tvSeries	Fortnite 8 Gameplay with Mojo Matt	Fortnite 8 Gameplay with Mojo Matt	0	2019	2019	\N	Animation
tt9506200	tvMiniSeries	S lyubimymi ne rasstayutsya	S lyubimymi ne rasstayutsya	0	2015	2015	\N	Drama
tt0803995	tvSeries	Kochduell	Kochduell	0	1997	2005	\N	Documentary,Game-Show
tt22037350	tvSeries	Into the Vault	Into the Vault	0	2018	2021	23	Documentary
tt27190790	tvSeries	The Iranian Strongest Men Championship 1998	The Iranian Strongest Men Championship 1998	0	1998	2000	\N	Sport
tt30440611	tvSeries	Boomerang Bro Gets Grounded	Boomerang Bro Gets Grounded	0	2024	2027	\N	Animation
tt1117447	tvSeries	New York Hot Tracks	New York Hot Tracks	0	1983	1989	60	Music
tt5470368	tvSeries	Teamwork Like Wolves	Teamwork Like Wolves	0	2013	2014	10	Comedy
tt2654752	tvSeries	Geist & Gehirn	Geist & Gehirn	0	2004	2012	15	Documentary
tt10152900	tvSeries	SO Beano!	SO Beano!	0	2018	2018	\N	Comedy
tt0475917	tvSeries	Movies at Our House	Movies at Our House	0	2002	2004	\N	Comedy
tt0195481	tvSeries	Out of Order	Out of Order	0	1995	1996	\N	Drama,Short
tt27688424	tvSeries	Detectives of York (The Plotagon Version)	Detectives of York (The Plotagon Version)	0	2023	2024	\N	Crime
tt14285852	tvSeries	Chelsy Live	Chelsy Live	0	2019	2019	\N	Reality-TV
tt13503664	tvMiniSeries	Georgia Production Talks	Georgia Production Talks	0	2020	2020	60	Talk-Show
tt2431438	tvSeries	Sense8	Sense8	0	2015	2018	60	Drama,Mystery,Sci-Fi
tt6537458	tvMiniSeries	Melbourne WebFest Presents: 2046	Melbourne WebFest Presents: 2046	0	2016	2016	31	Sci-Fi
tt16277302	tvMiniSeries	Alice et autres merveilles et Alice traverse le miroir	Alice et autres merveilles et Alice traverse le miroir	0	2021	2021	153	Fantasy
tt20867454	tvSeries	TTN-HD Production Live	TTN-HD Production Live	0	2009	2012	\N	News
tt6973630	tvSeries	Cruel Romance	Jin xiu yuan	0	2015	2015	\N	Drama
tt28531337	tvSeries	Alma em Madeira	Alma em Madeira	0	2023	2023	\N	Documentary
tt11379018	tvSeries	Du og jeg og kaktusen	Du og jeg og kaktusen	0	1975	1976	25	Family
tt10462950	tvSeries	Ommi Traki, nas mlah	Ommi Traki, nas mlah	0	1969	1971	\N	Comedy
tt12679138	tvSeries	Intermusic	Intermusic	0	2017	2017	\N	Documentary,Music,Reality-TV
tt5006488	tvSeries	Men's Vacations	Muzhskie kanikuli	0	2014	2014	50	Action,Crime,Drama
tt13503732	tvSeries	Cooking with Munchies	Cooking with Munchies	0	2015	2017	\N	Reality-TV
tt1830622	tvSeries	Happily Divorced	Happily Divorced	0	2011	2013	30	Comedy,Romance
tt6790664	tvMiniSeries	Running Local	Running Local	0	2017	2017	10	Comedy
tt28100791	tvSeries	Let's Play Super Mario Bros.: The Lost Levels	Let's Play Super Mario Bros.: The Lost Levels	0	2010	2010	10	Comedy
tt0158418	tvMiniSeries	Majken	Majken	0	1995	1995	\N	Drama,Family
tt0488863	tvSeries	Humour Show	Show do Tom	0	2004	2011	\N	Comedy,Talk-Show
tt5464086	tvSeries	Midnight, Texas	Midnight, Texas	0	2017	2018	60	Drama,Fantasy,Mystery
tt8450534	tvSeries	This Giant Beast That is the Global Economy	This Giant Beast That is the Global Economy	0	2019	2019	40	Documentary
tt8629854	tvSeries	The Zens	The Zens	0	2008	2009	41	Animation,Comedy,Sci-Fi
tt3648886	tvSeries	Mixels	Mixels	0	2014	2016	1	Adventure,Animation,Comedy
tt12207142	tvSeries	Iranian Women Fighting Isis	Iranian Women Fighting Isis	0	2017	2017	\N	Documentary
tt11295798	tvMiniSeries	The Elder Relics	The Elder Relics	0	2018	2018	\N	Adventure,Fantasy,War
tt4136598	tvSeries	Karpov 3	Karpov 3	0	2014	2014	45	Action,Crime
tt9471764	tvMiniSeries	Miracles	Miracles	0	2018	2018	\N	Drama
tt12917064	tvSeries	That's Life Report	That's Life Report	0	1980	1980	30	Documentary,News
tt14264160	tvSeries	Irina: The Vampire Cosmonaut	Tsuki to Laika to Nosferatu	0	2021	2021	23	Animation,Drama,Fantasy
tt16059364	tvSeries	Inside Central Station	Inside Central Station	0	2021	2021	\N	Documentary
tt2342652	tvSeries	Getting On	Getting On	0	2013	2015	30	Comedy
tt28495544	tvSeries	Ruea Manut	Ruea Manut	0	2019	2019	\N	Drama,Romance
tt7288894	tvSeries	En Resumidas Cuentas	En Resumidas Cuentas	0	2004	2005	90	Music,News,Talk-Show
tt5581914	tvSeries	Amor Veríssimo	Amor Veríssimo	0	2014	2015	30	Comedy
tt0202735	tvSeries	Give Us a Clue	Give Us a Clue	0	1979	2022	25	Game-Show
tt0231026	tvSeries	Gillies and Company	Gillies and Company	0	1992	1992	30	Comedy
tt12092650	tvSeries	Mighty 6	Mighty 6	0	2020	2021	14	Animation,Family,Musical
tt0066690	tvSeries	Nichols	Nichols	0	1971	1972	60	Western
tt3234186	tvSeries	Becsengetünk és elfutunk	Becsengetünk és elfutunk	0	2012	2013	\N	Documentary
tt21246976	tvMiniSeries	Faltu Engineers	Faltu Engineers	0	2022	2022	\N	Comedy
tt4568628	tvMiniSeries	Las 13 esposas de Wilson Fernández	Las 13 esposas de Wilson Fernández	0	2014	2014	\N	Comedy,Thriller
tt4312318	tvSeries	Matter of Respect	Seref Meselesi	0	2014	2015	90	Drama,Romance
tt12532306	tvMiniSeries	NJPW Dream Tour	NJPW Dream Tour	0	1990	1990	\N	Action,Drama,Sport
tt2187327	tvSeries	Bayreq Shear	Bayreq Shear	0	2008	2009	30	Reality-TV
tt12066522	tvSeries	O Negro no Futebol Brasileiro	O Negro no Futebol Brasileiro	0	2018	2018	\N	Documentary,Sport
tt26234986	tvSeries	Klin Kasalong	Klin Kasalong	0	2019	2019	\N	Drama,History,Romance
tt7842756	tvSeries	Red Carpet Empire	Red Carpet Empire	0	2018	2019	\N	Reality-TV
tt15102958	tvSeries	Log Kia Kahengay	Log Kia Kahengay	0	2019	2019	\N	Drama
tt16311008	tvSeries	Sex & Culture - Cherie Laurent	Sex & Culture - Cherie Laurent	0	2021	2021	\N	Talk-Show
tt1699739	tvSeries	Physical Anthropology: The Evolving Human	Physical Anthropology: The Evolving Human	0	2008	2009	30	Documentary
tt4611650	tvSeries	Gülsen Abi	Gülsen Abi	0	1994	1994	30	Comedy
tt7467318	tvMiniSeries	Beyond Moscow	Beyond Moscow	0	2017	2017	\N	Documentary
tt8433964	tvSeries	Sok	Sok	0	1994	1999	\N	\N
tt14412362	tvSeries	Chloe	Chloe	0	2022	2022	58	Drama,Mystery
tt30623768	tvMiniSeries	Sony Open in Hawaii	Sony Open in Hawaii	0	2024	2024	\N	Sport
tt1245695	tvSeries	Mental	Mental	0	2009	2009	45	Drama
tt0439385	tvSeries	Nasa mala klinika	Nasa mala klinika	0	2004	2007	45	Comedy
tt1494137	tvSeries	Popzilla	Popzilla	0	2009	2009	30	Animation,Comedy
tt0341196	tvSeries	I trapeza	I trapeza	0	2002	2002	\N	Comedy
tt28228610	tvSeries	Sha chang dian bing	Sha chang dian bing	0	2006	2006	\N	Drama
tt12400484	tvMiniSeries	Il corpo dell'amore	Il corpo dell'amore	0	2019	2019	\N	Documentary
tt11663916	tvSeries	Adrenaline - Athlete Profile	Adrenaline - Athlete Profile	0	2018	2021	\N	Documentary,Sport
tt0424596	tvSeries	Aliye	Aliye	0	2004	2006	65	Drama,Family,Romance
tt0482854	tvMiniSeries	What Happened in Bali	Ballieseo saengkin il	0	2004	2004	\N	Drama
tt0068146	tvMiniSeries	The Unpleasantness at the Bellona Club	The Unpleasantness at the Bellona Club	0	1972	1973	180	Crime,Mystery
tt12326158	tvSeries	Misiya: Krasa	Misiya: Krasa	0	2018	2020	45	Reality-TV
tt5990966	tvSeries	10 Years Younger	10 Years Younger	0	2005	2008	30	Documentary
tt0205710	tvSeries	Where's Elvis This Week?	Where's Elvis This Week?	0	1996	1996	\N	\N
tt26687368	tvSeries	Kickers	Kickers	0	2020	2020	\N	Comedy
tt6264002	tvMiniSeries	DDPP	DDPP	0	2013	2013	\N	Animation
tt3651538	tvSeries	The State and Society	The State and Society	0	1984	1985	55	Family
tt14691382	tvSeries	The World's Most Amazing Vacation Rentals	The World's Most Amazing Vacation Rentals	0	2021	2021	\N	Reality-TV
tt17058420	tvSeries	Çaykur (Promo)	Çaykur (Promo)	0	2014	2014	\N	Sport
tt10768876	tvSeries	UFOs	OVNI(s)	0	2021	2022	30	Comedy,Sci-Fi
tt4822256	tvSeries	Turkstar	Turkstar	0	2004	2004	\N	Game-Show,Music,Reality-TV
tt16256048	tvSeries	Tema	Tema	0	1992	2000	\N	Talk-Show
tt16603056	tvMiniSeries	Só Queria Que Você Soubesse	Só Queria Que Você Soubesse	0	2021	2021	\N	Drama
tt13142680	tvSeries	Parousiaste	Parousiaste	0	2020	2021	\N	Comedy
tt3908488	tvSeries	Krasse knarren	Krasse knarren	0	1993	1994	\N	Comedy
tt1940882	tvSeries	Performance the Science and Technology of Sports	Performance the Science and Technology of Sports	0	2002	2003	\N	Documentary
tt0435977	tvSeries	Marsh Turetskogo	Marsh Turetskogo	0	2000	2007	45	\N
tt0396392	tvSeries	Wide Angle	Wide Angle	0	2002	2009	60	Documentary
tt4781756	tvSeries	UFC Training Day	UFC Training Day	0	2015	2015	22	\N
tt5621006	tvSeries	Flying Witch	Flying Witch	0	2016	2016	23	Animation,Comedy,Fantasy
tt6142226	tvSeries	El Oeste de Marcos	El Oeste de Marcos	0	1976	1984	120	Family,Game-Show
tt9286102	tvMiniSeries	VIPS TV	VIPS TV	0	2015	2016	\N	Family
tt7049452	tvSeries	The Groovy Show	The Groovy Show	0	1967	1970	60	Music
tt0888959	tvSeries	Seton Animal Chronicles	Seton dôbutsuki	0	1989	1990	25	Animation
tt7991526	tvSeries	Paris musique	Paris musique	0	1954	1965	3	Music,Short
tt0344740	tvSeries	Ugens gæst	Ugens gæst	0	1984	1987	\N	Talk-Show
tt27736042	tvSeries	Kiske Roke Ruke Hai Savera	Kiske Roke Ruke Hai Savera	0	2019	2020	\N	Family
tt2290887	tvSeries	Total Agony	Agony	0	2012	2015	\N	Comedy,Documentary
tt22464822	tvMiniSeries	My First Memory - Shlomo Artzi	My First Memory Shlomo Artzi - A Musical Biography	0	2022	2022	\N	Documentary
tt7984860	tvSeries	Studio 49	Studio 49	0	2018	2019	\N	Music
tt4643428	tvSeries	Ourstory	Ourstory	0	1975	1977	\N	History
tt12707122	tvSeries	Olmaz Öyle Sacma Sey	Olmaz Öyle Sacma Sey	0	2017	2017	\N	Comedy
tt1960029	tvMiniSeries	Secret State	Secret State	0	2012	2012	42	Drama,Mystery,Thriller
tt15287836	tvMiniSeries	Monsters Inside: The 24 Faces of Billy Milligan	Monsters Inside: The 24 Faces of Billy Milligan	0	2021	2021	243	Crime,Documentary
tt14079724	tvSeries	Luna llena	Luna llena	0	1977	1977	\N	Drama
tt10394618	tvSeries	The Story of Zheng Yang Gate	Zheng yang men xia	0	2013	2013	40	Drama
tt0197133	tvSeries	Alumni Fun	Alumni Fun	0	1963	1966	30	Game-Show
tt24225200	tvSeries	Slágertotó	Slágertotó	0	1963	1963	90	Family,Music
tt3097772	tvSeries	The Meredith Vieira Show	The Meredith Vieira Show	0	2014	2016	60	Talk-Show
tt12553676	tvMiniSeries	NJPW nWo Typhoon	NJPW nWo Typhoon	0	1998	1998	\N	Action,Drama,Sport
tt5236696	tvSeries	Sábados de la bondad	Sábados de la bondad	0	1968	1971	\N	\N
tt9523760	tvMiniSeries	Chasing Buster Keaton	Chasing Buster Keaton	0	2018	2018	\N	Documentary
tt4962570	tvSeries	Mit Frankrig	Mit Frankrig	0	2015	2015	\N	Talk-Show
tt4527470	tvSeries	Superlosers	Superlosers	0	2015	2017	\N	Comedy
tt8310612	tvSeries	The Other Two	The Other Two	0	2019	2023	30	Comedy
tt0291617	tvSeries	Heroes	Heroes	0	1990	1996	\N	\N
tt6386520	tvSeries	Ziggy and the Zoo Tram	Ziggy and the Zoo Tram	0	2016	2020	\N	Animation
tt15313536	tvSeries	Changing Rooms	Changing Rooms	0	2021	2022	46	Reality-TV
tt0241121	tvSeries	The New Edge	The New Edge	0	1996	1999	\N	\N
tt0181935	tvSeries	Norm	The Norm Show	0	1999	2001	30	Comedy
tt0190169	tvSeries	3-2-1 Contact	3-2-1 Contact	0	1980	1992	30	Family
tt0320877	tvSeries	Kanalen	Kanalen	0	1981	1981	60	Talk-Show
tt7608566	tvMiniSeries	Zegnaj Rockefeller	Zegnaj Rockefeller	0	1993	1993	26	\N
tt0324692	tvSeries	Ant & Dec's Saturday Night Takeaway	Ant & Dec's Saturday Night Takeaway	0	2002	2023	50	Comedy,Game-Show
tt0170982	tvSeries	Mortal Kombat: Conquest	Mortal Kombat: Conquest	0	1998	1999	40	Action,Adventure,Fantasy
tt4538646	tvSeries	Zu Gast bei fremden Völkern	Zu Gast bei fremden Völkern	0	1965	1968	60	Documentary
tt4779762	tvSeries	Detroiters	Detroiters	0	2017	2018	21	Comedy
tt0115151	tvSeries	Dark Skies	Dark Skies	0	1996	1997	60	Adventure,Drama,Mystery
tt0838147	tvSeries	Work Out	Work Out	0	2006	2008	60	Reality-TV,Sport
tt10510500	tvSeries	Justicar	Justicar	0	2011	2019	\N	News
tt2721636	tvSeries	Igo no jikan	Igo no jikan	0	1975	2011	\N	\N
tt10321936	tvSeries	Graffitis 5-15	Graffitis 5-15	0	1988	1990	40	Family
tt2121591	tvSeries	Risô no musuko	Risô no musuko	0	2012	2012	54	Comedy
tt12663864	tvSeries	The Heaven Sword and Dragon Saber	Yi Tian Jian Tu Long Dao	0	2001	2001	\N	Drama
tt5360196	tvSeries	Greatest Party Story Ever	Greatest Party Story Ever	0	2016	2017	\N	Comedy
tt11566994	tvSeries	Valheen vangit	Valheen vangit	0	2014	2015	\N	Reality-TV
tt0181926	tvMiniSeries	Insider	Insider	0	1999	1999	290	Crime,Thriller
tt6968492	tvSeries	Kalabsh	Kalabsh	0	2017	2019	39	Action
tt1908819	tvMiniSeries	Insurrection	Insurrection	0	1966	1966	\N	Drama,History
tt12158186	tvSeries	Helt lyrisk	Helt lyrisk	0	2019	2019	\N	Music
tt15262746	tvMiniSeries	Scene by Scene the Gray Scene V Where's Jack	Scene by Scene the Gray Scene V Where's Jack	0	2021	2021	\N	\N
tt7309586	tvSeries	Torque	Torque	0	1974	1980	32	Sport
tt0450372	tvSeries	Las 24 horas	Las 24 horas	0	1981	1985	60	Drama
tt0496203	tvMiniSeries	Ivone a Faz Tudo	Ivone a Faz Tudo	0	1978	1978	30	Comedy
tt4543594	tvSeries	Raising Expectations	Raising Expectations	0	2016	2019	\N	Comedy,Family
tt26895975	tvSeries	Best of Pranks!	Best of Pranks!	0	2014	2014	\N	Comedy
tt27050889	tvSeries	Showdown	Showdown	0	2011	2014	60	News,Talk-Show
tt16114268	tvSeries	Dorogaya peredacha	Dorogaya peredacha	0	2005	2005	\N	Comedy
tt23833216	tvMiniSeries	Dancing with Nia	Dancing with Nia	0	2021	2021	\N	Talk-Show
tt23866094	tvSeries	Show by Rock!! Stars!!	Show by Rock!! Stars!!	0	2021	2021	\N	Animation
tt3872824	tvSeries	The Hunt with John Walsh	The Hunt with John Walsh	0	2014	2017	42	Crime
tt0198093	tvSeries	El comisario	El comisario	0	1999	2009	60	Action,Crime,Thriller
tt12157350	tvMiniSeries	Mr. Song Contest proudly presents: Der kleine Song Contest	Mr. Song Contest proudly presents: Der kleine Song Contest	0	2020	2020	\N	Music
tt10470356	tvSeries	Hensuki: Are you willing to fall in love with a pervert, as long as she's a cutie?	Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?	0	2019	2019	23	Animation,Comedy,Drama
tt0386960	tvSeries	Nosotros	Nosotros	0	1982	1984	50	Family
tt4686698	tvSeries	Frontier	Frontier	0	2016	2018	60	Adventure,Drama,History
tt8272402	tvSeries	SourceCode	SourceCode	0	2006	2007	\N	News
tt13432404	tvMiniSeries	Saint Hildegard Speaks: About precious stones and the heavenly Jerusalem	Saint Hildegard Speaks: About precious stones and the heavenly Jerusalem	0	2020	2020	5	History
tt7748498	tvSeries	Little Carly Minecraft Adventures	Little Carly Minecraft Adventures	0	2015	2019	\N	Animation
tt3855382	tvSeries	Talentschuppen	Talentschuppen	0	1966	1987	\N	Music
tt0042160	tvSeries	Van Camp's Little Show	Van Camp's Little Show	0	1950	1951	15	Music
tt14651000	tvSeries	Si c'était vous?	Si c'était vous?	0	1957	1958	\N	Drama
tt3616084	tvSeries	Video Game Life	Video Game Life	0	2013	2014	\N	Animation
tt6371868	tvSeries	The Popgroep	The Popgroep	0	2009	2010	\N	Family
tt0791282	tvSeries	Raising the Roofs	Raising the Roofs	0	2006	2007	30	Comedy
tt2024604	tvSeries	Atac i gol	Atac i gol	0	1991	1994	\N	Sport
tt0163967	tvSeries	Die Wochenshow	Die Wochenshow	0	1996	2011	45	Comedy,News
tt3456126	tvSeries	Sarap Diva	Sarap Diva	0	2012	2018	45	Comedy,Talk-Show
tt6431552	tvSeries	Mr. D: Webisodes	Mr. D: Webisodes	0	2013	2014	\N	Comedy
tt6315450	tvSeries	Toppmötet	Toppmötet	0	2016	2017	58	Documentary
tt28677319	tvSeries	Teveteve	Teveteve	0	2005	2005	28	Comedy,Talk-Show
tt4229954	tvSeries	Outcast	Outcast	0	2016	2017	60	Drama,Horror
